clade	species	ts	te
0	1153	5.57	0.0
0	1154	5.5	0.0
0	1155	5.45	0.0
0	1156	5.43	0.0
0	1157	5.43	0.0
0	1158	5.42	0.0
0	1159	5.42	4.25
0	1160	5.42	0.0
0	1161	5.37	0.0
0	1162	5.36	0.0
0	1163	5.34	0.0
0	1164	5.32	0.0
0	1165	5.32	0.0
0	1166	5.31	1.41
0	1167	5.3	3.82
0	1168	5.3	0.0
0	1169	5.29	5.18
0	1170	5.28	0.0
0	1171	5.25	0.0
0	1172	5.25	1.4
0	1173	5.24	3.14
0	1174	5.24	1.72
0	1175	5.24	4.59
0	1176	5.23	4.54
0	1177	5.22	4.55
0	1178	5.22	0.83
0	1179	5.21	1.61
0	1180	5.21	4.81
0	1181	5.18	0.0
0	1182	5.17	0.0
0	1183	5.14	1.76
0	1184	5.12	0.0
0	1185	5.12	2.21
0	1186	5.12	0.0
0	1187	5.11	1.94
0	1188	5.1	4.8
0	1189	5.1	0.0
0	1190	5.1	3.42
0	1191	5.07	0.0
0	1192	5.07	0.0
0	1193	5.07	0.0
0	1194	5.07	0.0
0	1195	5.07	0.0
0	1196	5.05	0.0
0	1197	5.03	4.52
0	1198	5.03	0.0
0	1199	5.01	0.0
0	1200	4.99	0.0
0	1201	4.99	1.86
0	1202	4.99	0.0
0	1203	4.99	0.0
0	1204	4.99	1.52
0	1205	4.99	0.96
0	1206	4.98	0.94
0	1207	4.97	0.0
0	1208	4.96	0.0
0	1209	4.95	4.78
0	1210	4.94	0.0
0	1211	4.93	0.0
0	1212	4.93	0.0
0	1213	4.92	0.0
0	1214	4.9	1.26
0	1215	4.9	0.0
0	1216	4.89	1.21
0	1217	4.88	0.0
0	1218	4.88	2.07
0	1219	4.88	0.0
0	1220	4.87	0.0
0	1221	4.8	0.0
0	1222	4.77	1.16
0	1223	4.74	0.0
0	1224	4.74	0.0
0	1225	4.73	0.0
0	1226	4.68	2.92
0	1227	4.67	1.91
0	1228	4.66	0.06
0	1229	4.65	0.0
0	1230	4.65	0.0
0	1231	4.65	3.33
0	1232	4.65	0.52
0	1233	4.64	0.0
0	1234	4.63	0.0
0	1235	4.62	3.73
0	1236	4.62	0.0
0	1237	4.62	0.0
0	1238	4.61	0.0
0	1239	4.61	3.93
0	1240	4.61	0.0
0	1241	4.59	0.0
0	1242	4.59	0.0
0	1243	4.58	0.0
0	1244	4.53	2.28
0	1245	4.52	2.78
0	1246	4.52	1.19
0	1247	4.49	0.0
0	1248	4.49	4.26
0	1249	4.48	0.0
0	1250	4.48	0.0
0	1251	4.47	3.48
0	1252	4.47	0.0
0	1253	4.47	0.0
0	1254	4.47	3.02
0	1255	4.47	0.0
0	1256	4.46	0.0
0	1257	4.46	0.0
0	1258	4.46	4.16
0	1259	4.45	0.63
0	1260	4.45	0.0
0	1261	4.41	0.0
0	1262	4.4	1.9
0	1263	4.38	0.0
0	1264	4.37	0.0
0	1265	4.37	0.0
0	1266	4.37	0.0
0	1267	4.35	1.46
0	1268	4.28	0.8
0	1269	4.28	0.0
0	1270	4.25	0.0
0	1271	4.23	0.0
0	1272	4.22	0.0
0	1273	4.21	3.96
0	1274	4.21	0.0
0	1275	4.2	2.35
0	1276	4.2	0.0
0	1277	4.2	0.34
0	1278	4.18	0.0
0	1279	4.18	0.0
0	1280	4.18	0.0
0	1281	4.18	1.7
0	1282	4.16	1.84
0	1283	4.16	1.22
0	1284	4.15	0.0
0	1285	4.12	0.0
0	1286	4.11	0.0
0	1287	4.09	0.0
0	1288	4.07	0.44
0	1289	4.07	0.0
0	1290	4.05	0.0
0	1291	4.03	3.1
0	1292	4.03	1.85
0	1293	4.02	0.0
0	1294	4.01	2.13
0	1295	4.01	0.0
0	1296	3.97	0.0
0	1297	3.97	0.56
0	1298	3.96	0.0
0	1299	3.96	0.0
0	1300	3.95	0.0
0	1301	3.94	0.0
0	1302	3.93	0.0
0	1303	3.93	3.82
0	1304	3.91	0.0
0	1305	3.89	0.0
0	1306	3.88	3.85
0	1307	3.86	0.0
0	1308	3.84	0.0
0	1309	3.81	0.01
0	1310	3.78	0.0
0	1311	3.78	1.26
0	1312	3.77	0.82
0	1313	3.76	0.0
0	1314	3.75	0.0
0	1315	3.74	0.0
0	1316	3.74	0.0
0	1317	3.73	0.0
0	1318	3.73	2.44
0	1319	3.7	0.0
0	1320	3.69	0.0
0	1321	3.67	0.0
0	1322	3.65	0.0
0	1323	3.63	0.0
0	1324	3.63	1.96
0	1325	3.61	0.0
0	1326	3.61	0.0
0	1327	3.58	0.63
0	1328	3.58	1.6
0	1329	3.56	0.0
0	1330	3.55	1.5
0	1331	3.54	0.0
0	1332	3.52	0.0
0	1333	3.52	0.0
0	1334	3.51	0.0
0	1335	3.49	0.0
0	1336	3.49	0.0
0	1337	3.48	3.0
0	1338	3.45	0.0
0	1339	3.45	0.0
0	1340	3.44	0.0
0	1341	3.42	0.87
0	1342	3.41	3.32
0	1343	3.41	0.0
0	1344	3.41	2.18
0	1345	3.4	3.23
0	1346	3.38	2.06
0	1347	3.35	1.15
0	1348	3.33	3.23
0	1349	3.33	0.0
0	1350	3.31	0.6
0	1351	3.3	0.0
0	1352	3.3	0.0
0	1353	3.29	0.0
0	1354	3.26	0.0
0	1355	3.24	0.62
0	1356	3.2	0.0
0	1357	3.17	0.0
0	1358	3.17	0.0
0	1359	3.14	0.0
0	1360	3.14	0.63
0	1361	3.13	0.0
0	1362	3.13	0.0
0	1363	3.1	0.0
0	1364	3.09	0.75
0	1365	3.09	0.0
0	1366	3.08	0.0
0	1367	3.07	0.0
0	1368	3.06	0.0
0	1369	3.05	0.0
0	1370	3.05	0.0
0	1371	3.04	0.0
0	1372	3.04	0.0
0	1373	3.03	0.0
0	1374	3.02	0.0
0	1375	3.0	0.0
0	1376	2.98	0.0
0	1377	2.98	0.0
0	1378	2.97	0.04
0	1379	2.95	0.0
0	1380	2.95	1.84
0	1381	2.94	1.36
0	1382	2.94	0.0
0	1383	2.92	0.0
0	1384	2.92	1.75
0	1385	2.91	0.93
0	1386	2.91	0.0
0	1387	2.89	0.0
0	1388	2.89	0.0
0	1389	2.88	0.0
0	1390	2.87	0.0
0	1391	2.87	0.0
0	1392	2.84	0.0
0	1393	2.83	0.0
0	1394	2.83	0.0
0	1395	2.83	0.0
0	1396	2.83	2.45
0	1397	2.83	0.0
0	1398	2.81	0.0
0	1399	2.8	0.0
0	1400	2.78	0.0
0	1401	2.75	1.46
0	1402	2.74	0.0
0	1403	2.74	1.54
0	1404	2.73	0.0
0	1405	2.73	0.0
0	1406	2.73	0.0
0	1407	2.72	0.0
0	1408	2.7	0.0
0	1409	2.68	0.0
0	1410	2.68	0.0
0	1411	2.68	0.0
0	1412	2.67	0.0
0	1413	2.67	2.45
0	1414	2.67	1.45
0	1415	2.66	0.0
0	1416	2.65	0.75
0	1417	2.65	0.0
0	1418	2.61	0.0
0	1419	2.59	0.23
0	1420	2.58	0.0
0	1421	2.58	0.0
0	1422	2.58	0.0
0	1423	2.58	0.0
0	1424	2.58	0.0
0	1425	2.57	0.0
0	1426	2.57	0.0
0	1427	2.56	0.0
0	1428	2.54	0.0
0	1429	2.52	0.0
0	1430	2.52	0.0
0	1431	2.51	0.0
0	1432	2.5	0.0
0	1433	2.5	0.0
0	1434	2.48	0.65
0	1435	2.48	0.0
0	1436	2.48	0.0
0	1437	2.47	0.0
0	1438	2.45	0.0
0	1439	2.43	0.0
0	1440	2.43	0.0
0	1441	2.42	0.11
0	1442	2.42	0.0
0	1443	2.41	0.0
0	1444	2.4	0.0
0	1445	2.39	0.0
0	1446	2.39	0.82
0	1447	2.38	0.0
0	1448	2.38	1.59
0	1449	2.36	0.0
0	1450	2.33	2.27
0	1451	2.33	0.0
0	1452	2.33	0.0
0	1453	2.33	0.0
0	1454	2.32	0.0
0	1455	2.32	0.0
0	1456	2.3	0.0
0	1457	2.3	2.06
0	1458	2.3	0.0
0	1459	2.28	0.78
0	1460	2.26	0.0
0	1461	2.25	1.98
0	1462	2.25	0.0
0	1463	2.24	0.0
0	1464	2.23	0.0
0	1465	2.23	0.0
0	1466	2.22	0.0
0	1467	2.22	0.0
0	1468	2.22	0.0
0	1469	2.19	0.0
0	1470	2.19	0.03
0	1471	2.15	0.0
0	1472	2.14	0.0
0	1473	2.14	0.0
0	1474	2.14	0.0
0	1475	2.12	0.0
0	1476	2.1	1.7
0	1477	2.09	0.0
0	1478	2.09	0.0
0	1479	2.06	0.0
0	1480	2.06	0.0
0	1481	2.06	0.0
0	1482	2.05	0.0
0	1483	2.04	0.0
0	1484	2.02	0.0
0	1485	2.01	0.0
0	1486	2.0	0.0
0	1487	1.99	0.0
0	1488	1.97	0.0
0	1489	1.97	0.0
0	1490	1.95	0.0
0	1491	1.94	0.0
0	1492	1.94	0.5
0	1493	1.92	0.0
0	1494	1.92	1.2
0	1495	1.92	0.0
0	1496	1.92	0.0
0	1497	1.92	0.0
0	1498	1.92	0.0
0	1499	1.91	0.0
0	1500	1.91	0.0
0	1501	1.9	0.0
0	1502	1.89	1.33
0	1503	1.89	0.0
0	1504	1.89	0.0
0	1505	1.88	0.0
0	1506	1.87	0.0
0	1507	1.87	0.0
0	1508	1.86	0.0
0	1509	1.86	0.0
0	1510	1.85	0.0
0	1511	1.85	0.0
0	1512	1.84	0.0
0	1513	1.84	0.0
0	1514	1.84	0.0
0	1515	1.82	0.0
0	1516	1.82	0.77
0	1517	1.82	0.0
0	1518	1.81	0.0
0	1519	1.79	0.0
0	1520	1.79	0.0
0	1521	1.79	0.0
0	1522	1.77	0.0
0	1523	1.77	0.0
0	1524	1.75	1.74
0	1525	1.75	0.0
0	1526	1.73	0.0
0	1527	1.73	0.0
0	1528	1.73	0.0
0	1529	1.72	0.0
0	1530	1.72	0.0
0	1531	1.69	0.0
0	1532	1.68	0.0
0	1533	1.68	0.0
0	1534	1.68	0.0
0	1535	1.66	0.0
0	1536	1.66	0.0
0	1537	1.66	0.0
0	1538	1.65	0.0
0	1539	1.64	0.0
0	1540	1.63	0.0
0	1541	1.63	0.0
0	1542	1.63	0.0
0	1543	1.61	0.0
0	1544	1.6	0.0
0	1545	1.6	0.0
0	1546	1.6	0.0
0	1547	1.59	0.0
0	1548	1.55	0.0
0	1549	1.54	0.0
0	1550	1.53	0.0
0	1551	1.53	0.36
0	1552	1.52	0.0
0	1553	1.5	0.0
0	1554	1.5	0.0
0	1555	1.49	1.09
0	1556	1.47	0.0
0	1557	1.46	0.0
0	1558	1.44	0.0
0	1559	1.44	0.0
0	1560	1.42	0.0
0	1561	1.4	0.0
0	1562	1.4	0.0
0	1563	1.37	0.0
0	1564	1.36	0.0
0	1565	1.35	0.0
0	1566	1.35	0.0
0	1567	1.34	0.0
0	1568	1.34	0.0
0	1569	1.32	0.0
0	1570	1.31	0.0
0	1571	1.31	0.0
0	1572	1.31	0.0
0	1573	1.28	0.0
0	1574	1.28	0.0
0	1575	1.28	0.0
0	1576	1.25	0.0
0	1577	1.24	0.0
0	1578	1.23	0.0
0	1579	1.21	0.0
0	1580	1.21	0.0
0	1581	1.2	0.0
0	1582	1.2	1.01
0	1583	1.19	0.0
0	1584	1.17	0.0
0	1585	1.16	0.0
0	1586	1.14	0.75
0	1587	1.14	0.0
0	1588	1.14	0.0
0	1589	1.13	0.0
0	1590	1.13	0.0
0	1591	1.13	0.84
0	1592	1.12	0.0
0	1593	1.12	0.0
0	1594	1.12	0.0
0	1595	1.11	0.0
0	1596	1.11	0.37
0	1597	1.11	0.0
0	1598	1.11	0.0
0	1599	1.1	0.0
0	1600	1.1	0.0
0	1601	1.09	0.0
0	1602	1.08	0.0
0	1603	1.07	0.0
0	1604	1.07	0.0
0	1605	1.05	0.0
0	1606	1.04	0.0
0	1607	1.04	0.0
0	1608	1.04	0.0
0	1609	1.03	0.0
0	1610	1.0	0.0
0	1611	1.0	0.0
0	1612	0.98	0.0
0	1613	0.97	0.0
0	1614	0.96	0.0
0	1615	0.95	0.0
0	1616	0.95	0.0
0	1617	0.92	0.0
0	1618	0.91	0.0
0	1619	0.91	0.0
0	1620	0.91	0.0
0	1621	0.88	0.0
0	1622	0.86	0.0
0	1623	0.85	0.0
0	1624	0.85	0.65
0	1625	0.85	0.0
0	1626	0.85	0.0
0	1627	0.85	0.49
0	1628	0.85	0.0
0	1629	0.84	0.0
0	1630	0.83	0.0
0	1631	0.83	0.45
0	1632	0.83	0.0
0	1633	0.83	0.0
0	1634	0.82	0.0
0	1635	0.81	0.0
0	1636	0.8	0.18
0	1637	0.8	0.0
0	1638	0.79	0.0
0	1639	0.78	0.0
0	1640	0.78	0.0
0	1641	0.74	0.55
0	1642	0.74	0.0
0	1643	0.73	0.0
0	1644	0.72	0.0
0	1645	0.72	0.0
0	1646	0.71	0.0
0	1647	0.71	0.0
0	1648	0.7	0.0
0	1649	0.7	0.0
0	1650	0.7	0.0
0	1651	0.69	0.0
0	1652	0.69	0.0
0	1653	0.69	0.0
0	1654	0.69	0.0
0	1655	0.69	0.0
0	1656	0.68	0.0
0	1657	0.68	0.0
0	1658	0.68	0.0
0	1659	0.67	0.0
0	1660	0.67	0.0
0	1661	0.67	0.0
0	1662	0.67	0.0
0	1663	0.67	0.0
0	1664	0.66	0.0
0	1665	0.64	0.0
0	1666	0.64	0.0
0	1667	0.64	0.56
0	1668	0.63	0.0
0	1669	0.62	0.0
0	1670	0.62	0.0
0	1671	0.61	0.0
0	1672	0.61	0.0
0	1673	0.59	0.0
0	1674	0.57	0.0
0	1675	0.56	0.0
0	1676	0.55	0.0
0	1677	0.55	0.0
0	1678	0.54	0.0
0	1679	0.53	0.0
0	1680	0.53	0.0
0	1681	0.52	0.0
0	1682	0.51	0.0
0	1683	0.5	0.0
0	1684	0.5	0.0
0	1685	0.5	0.0
0	1686	0.47	0.0
0	1687	0.47	0.0
0	1688	0.47	0.0
0	1689	0.46	0.11
0	1690	0.46	0.0
0	1691	0.45	0.0
0	1692	0.45	0.0
0	1693	0.44	0.0
0	1694	0.42	0.0
0	1695	0.41	0.0
0	1696	0.41	0.0
0	1697	0.4	0.0
0	1698	0.39	0.0
0	1699	0.36	0.0
0	1700	0.34	0.0
0	1701	0.34	0.0
0	1702	0.33	0.0
0	1703	0.31	0.0
0	1704	0.3	0.0
0	1705	0.29	0.0
0	1706	0.29	0.0
0	1707	0.29	0.0
0	1708	0.26	0.0
0	1709	0.26	0.0
0	1710	0.26	0.0
0	1711	0.25	0.0
0	1712	0.25	0.0
0	1713	0.25	0.0
0	1714	0.25	0.0
0	1715	0.23	0.0
0	1716	0.23	0.0
0	1717	0.22	0.0
0	1718	0.21	0.0
0	1719	0.21	0.0
0	1720	0.2	0.0
0	1721	0.2	0.0
0	1722	0.2	0.0
0	1723	0.2	0.0
0	1724	0.19	0.0
0	1725	0.18	0.0
0	1726	0.18	0.0
0	1727	0.17	0.0
0	1728	0.17	0.0
0	1729	0.14	0.0
0	1730	0.13	0.0
0	1731	0.12	0.0
0	1732	0.11	0.0
0	1733	0.11	0.0
0	1734	0.08	0.0
0	1735	0.08	0.0
0	1736	0.08	0.0
0	1737	0.06	0.0
0	1738	0.05	0.0
0	1739	0.05	0.0
0	1740	0.04	0.0
0	1741	0.03	0.0
0	1742	0.03	0.0
0	1743	0.01	0.0
